0.22105 0 0 0.1 1043599
0.22231 0 0 0.1 600286
0.22356 0 0 0.1 294003
0.22481 0 0 0.1 323030
0.22605 0 0 0.1 478306
0.22729 0 0 0.1 536839
0.22853 0 0 0.1 491543
0.22976 0 0 0.1 474141
0.23098 0 0 0.1 476191
0.2322 0 0 0.1 507717
0.23342 0 0 0.1 530697
0.23464 0 0 0.1 526193
0.23585 0 0 0.1 542833
0.23705 0 0 0.1 543125
0.23826 0 0 0.1 557218
0.23945 0 0 0.1 578549
0.24065 0 0 0.1 581314
0.24184 0 0 0.1 609639
0.24303 0 0 0.1 609264
0.24421 0 0 0.1 626261
0.24539 0 0 0.1 653208
0.24657 0 0 0.1 650890
0.24774 0 0 0.1 682275
0.24891 0 0 0.1 687913
0.25008 0 0 0.1 703404
0.25124 0 0 0.1 727033
0.2524 0 0 0.1 736227
0.25355 0 0 0.1 773801
0.25471 0 0 0.1 784670
0.25586 0 0 0.1 813658
0.257 0 0 0.1 851549
0.25815 0 0 0.1 869207
0.25929 0 0 0.1 918645
0.26043 0 0 0.1 960929
0.26156 0 0 0.1 1024050
0.2627 0 0 0.1 1084742
0.26383 0 0 0.1 1105899
0.26495 0 0 0.1 1168719
0.26608 0 0 0.1 1357545
0.2672 0 0 0.1 1582434
0.26832 0 0 0.1 1647364
0.26943 0 0 0.1 1514364
0.27055 0 0 0.1 1563951
0.27166 0 0 0.1 2560919
0.27277 0 0 0.1 3863900
0.27388 0 0 0.1 4401898
0.27498 0 0 0.1 4174614
0.27609 0 0 0.1 3838638
0.27719 0 0 0.1 3693125
0.27829 0 0 0.1 3641035
